name	x	y	z	label_10_20	region
E94	-7.032999992370605	-4.451000213623049	-3.549000024795532	TP9	scalp
E95	-6.991000175476075	-5.017000198364258	-1.888000011444091	n/a	scalp
E96	-6.676000118255616	-5.736000061035156	0.1019999980926514	T5-P7	scalp
E97	-5.968999862670901	-6.528999805450439	2.032999992370606	PO7	scalp
E98	-5.107999801635745	-6.749000072479249	3.921000003814697	n/a	scalp
E99	-3.752000093460085	-6.677000045776367	5.63700008392334	n/a	scalp
E100	-2.148999929428101	-6.291999816894533	7.114999771118164	n/a	scalp
E101	4.378112365347498e-16	-7.150000095367432	6.953999996185302	Pz	scalp
E102	-6.36999988555908	-3.825000047683717	-8.206000328063965	n/a	neck
E103	-6.243000030517578	-4.622000217437742	-6.495999813079834	n/a	neck
E104	-6.097000122070312	-5.611000061035157	-4.678999900817871	n/a	neck
E105	-6.314000129699709	-6.01300001144409	-3.259000062942505	n/a	neck_edge
E106	-5.984000205993652	-6.747000217437746	-1.402999997138977	P9	scalp
E107	-5.236999988555908	-7.573999881744385	0.4659999907016754	n/a	scalp
E108	-4.29099988937378	-8.11299991607666	2.384000062942504	n/a	scalp
E109	-3.243000030517579	-8.152999877929688	4.21999979019165	PO3	scalp
E110	-1.731999993324281	-7.638999938964842	5.693999767303468	n/a	scalp
E111	-5.636000156402587	-5.803999900817871	-7.749000072479248	n/a	neck
E112	-5.387000083923339	-6.452000141143801	-6.16699981689453	n/a	neck
E113	-5.083000183105469	-7.326000213623046	-4.321000099182129	n/a	scalp
E114	-5.27299976348877	-7.466000080108641	-2.875	n/a	neck_edge
E115	-4.13600015640259	-8.612000465393066	-1.044999957084656	n/a	scalp
E116	-3.132999897003176	-9.135999679565431	0.8190000057220461	O1	scalp
E117	-1.945000052452091	-9.234000205993651	2.621000051498413	n/a	scalp
E118	-1.093000054359436	-8.741000175476074	4.138000011444092	n/a	scalp
E119	4.954308383024464e-16	-8.090999603271484	5.341000080108643	POz	scalp
E120	-4.705999851226808	-7.21999979019165	-7.53000020980835	n/a	neck
E121	-4.203999996185302	-7.811999797821046	-5.843999862670898	n/a	neck
E122	-3.621999979019165	-8.593000411987305	-4.041999816894531	n/a	scalp
E123	-3.026999950408937	-9.454000473022463	-1.958999991416932	n/a	neck_edge
E124	-2.20199990272522	-9.708999633789062	-0.6380000114440918	n/a	scalp
E125	-1.016999959945679	-9.717000007629395	0.9549999833106994	n/a	scalp
